24
bank certificates company crude cts dollar exchange grain inc it japan market mln more oil opec pct port rate shipping strike trade u vs 
0 0 2 0 3 0 0 0 0 5 0 0 8 0 3 0 0 0 0 0 0 0 0 0 
0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 3 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 3 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 1 0 2 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 
1 0 3 0 0 0 0 0 0 2 0 0 0 0 1 0 5 0 0 0 0 0 0 0 
0 0 0 0 3 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 4 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 0 2 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 3 1 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 
0 0 1 4 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 2 0 2 2 0 0 2 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 
0 0 0 0 4 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 7 
0 0 0 0 7 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 0 1 0 0 2 0 2 0 2 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 1 0 2 0 1 0 0 3 0 0 2 0 0 0 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 2 4 2 0 0 0 0 6 0 7 0 0 0 0 0 
0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 
0 0 1 2 0 0 0 0 0 6 0 0 4 1 7 9 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 0 0 0 5 0 0 1 0 4 1 2 0 2 0 0 2 2 0 
0 0 0 0 0 1 0 0 0 0 0 2 0 0 3 2 2 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 2 0 0 0 0 0 0 0 
4 0 1 0 0 0 2 0 0 0 0 4 0 1 1 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 8 3 0 9 7 1 0 0 0 0 0 0 0 
2 0 0 0 0 2 6 0 0 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 
0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 2 0 1 0 0 0 2 0 0 0 0 2 0 0 
0 0 0 6 0 0 0 0 1 1 0 1 10 1 5 5 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 1 0 0 0 0 0 0 2 0 0 4 1 0 0 0 3 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 6 
0 0 2 0 0 0 0 0 0 1 0 1 1 0 0 0 10 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 9 0 0 4 0 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0 1 0 0 0 0 0 2 0 
0 0 0 0 0 1 2 0 0 3 2 0 0 0 0 0 6 0 1 0 0 0 0 0 
5 1 0 0 0 0 0 0 0 0 2 1 4 0 0 0 2 0 6 0 0 0 0 0 
2 0 2 0 0 0 0 0 1 5 0 2 3 0 0 0 4 0 0 1 0 0 5 0 
0 0 1 0 0 0 0 0 1 1 0 1 6 0 0 0 1 0 0 0 0 0 3 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 1 0 
0 0 0 0 0 1 0 0 0 4 10 1 0 2 0 0 1 0 0 0 0 15 13 0 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 
0 0 0 2 0 0 0 0 0 0 0 1 0 0 5 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 2 0 0 5 3 1 0 0 0 0 0 0 0 
0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 2 0 0 0 2 0 0 3 0 0 0 0 4 2 0 
0 0 3 0 0 0 1 0 0 4 0 1 6 0 1 0 4 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 0 1 3 0 1 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 0 2 12 0 3 1 0 0 0 2 0 0 0 0 0 0 0 
2 0 1 0 0 0 0 0 1 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 5 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
1 0 7 0 0 0 0 0 3 6 0 0 5 0 0 0 2 0 0 0 0 0 6 0 
0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 5 
0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 1 1 0 0 5 0 0 0 0 0 0 0 0 0 2 0 
0 0 1 0 0 0 0 0 0 1 0 3 4 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 3 0 0 0 0 0 4 1 0 0 0 0 0 0 7 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
1 0 2 0 0 0 0 0 1 5 0 0 0 0 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 2 0 0 3 0 0 4 0 0 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 1 0 0 4 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 
0 0 0 0 4 0 0 0 1 0 0 0 13 0 0 0 0 0 0 0 0 0 0 10 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
0 0 3 0 0 0 0 0 1 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 2 3 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 10 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 4 0 0 0 1 0 0 0 6 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 3 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 
0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 0 2 0 0 3 1 5 0 1 0 0 0 0 0 3 0 
0 0 0 0 2 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 
3 0 6 0 0 0 1 0 5 5 0 0 7 2 0 0 2 0 0 0 0 0 0 0 
0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 2 0 0 3 1 6 0 1 0 0 0 0 0 4 0 
0 0 1 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
5 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 5 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 5 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 
0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 4 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 8 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 4 
0 0 2 3 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 2 0 
0 0 4 0 0 0 1 0 2 8 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 2 0 0 0 0 0 2 4 0 0 3 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
5 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 3 0 0 0 0 0 0 3 0 0 2 0 0 0 2 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 
0 0 0 0 6 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 9 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 6 
0 0 1 0 0 0 0 0 1 1 0 0 3 0 0 0 0 0 0 0 0 0 2 0 
0 0 2 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 
0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 5 0 1 1 0 0 0 0 0 1 2 1 0 0 4 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 6 0 1 0 0 2 0 0 3 0 0 0 0 0 0 0 1 0 
0 0 1 0 1 0 0 0 1 2 0 0 1 0 0 0 2 0 0 0 0 1 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 6 0 2 0 0 0 4 4 0 0 4 0 0 0 6 0 1 0 0 0 1 0 
0 0 0 0 7 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 6 9 0 
0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 2 0 0 0 0 0 1 5 0 0 1 0 0 0 1 0 0 0 0 0 1 0 
3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 4 0 0 0 1 0 0 0 4 0 0 0 0 0 1 0 0 0 1 8 
0 0 0 0 5 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 8 
0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 3 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 6 
0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 5 0 1 0 1 0 3 6 0 0 0 3 0 0 3 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 
0 0 1 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 0 2 2 0 0 1 0 0 0 1 0 0 0 0 0 1 0 
0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 6 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 9 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 3 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 
